id,formula,cif_path,split,y_true,published_e_hull_ev_atom,source_pred_affine_energy_composition,source_pred_composition_only_linear,natoms,nelements
wbm-step1-003023,AlU,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003023.cif,train,0.1405,0.428,-0.0211530265001214,-0.0593369917659131,2,2
wbm-step1-003025,AlU,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003025.cif,train,-0.0055,0.103,-0.0400497907483819,-0.0593369917659131,8,2
wbm-step1-003029,AlV2Cu,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003029.cif,train,0.02875,0.274,-0.03971808658001,-0.0428996698663472,4,3
wbm-step1-003030,AlV2Ga4,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003030.cif,train,-0.0082857142857142,0.185,-0.0806326201614048,-0.08328061796946,7,3
wbm-step1-003031,AlV2Ir,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003031.cif,train,-0.04675,0.36,-0.0703539500453528,-0.0611862505228242,4,3
wbm-step1-003032,AlV2Mn,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003032.cif,train,-0.03925,0.102,-0.074491118426367,-0.0601013520802045,4,3
wbm-step1-003033,AlV2Os,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003033.cif,train,-0.0445,0.232,-0.033690376556037,-0.0157049944304777,4,3
wbm-step1-003034,AlV2Re,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003034.cif,train,-0.0535,0.108,-0.0673132629656942,-0.0504985846464802,4,3
wbm-step1-003035,AlV2Ru,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003035.cif,train,-0.03025,0.301,-0.0631571920966553,-0.0539308870894597,4,3
wbm-step1-003036,AlV2Tc,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003036.cif,train,-0.04875,0.137,-0.0206049890916784,0.001402902360173,4,3
wbm-step1-003037,AlV2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003037.cif,train,-0.0636666666666666,-0.022,-0.0866406427741394,-0.0769977642572596,3,2
wbm-step1-003038,AlV2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003038.cif,train,0.0095,0.225,-0.0717579471024142,-0.0769977642572596,6,2
wbm-step1-003039,AlV2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003039.cif,train,-0.0178333333333333,0.061,-0.0825182039595266,-0.0769977642572596,6,2
wbm-step1-003040,AlV2Zn,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003040.cif,train,0.02475,0.247,-0.0389704783081005,-0.0438514303112746,4,3
wbm-step1-003041,AlV3,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003041.cif,train,-0.00775,0.081,-0.0842511130397689,-0.0808222814156536,8,2
wbm-step1-003042,AlVAg2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003042.cif,train,0.04625,0.302,0.0189102174209346,0.0220004111287453,4,3
wbm-step1-003043,AlVAu2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003043.cif,train,-0.0375,0.093,-0.0235595797316849,-0.0135332723880155,4,3
wbm-step1-003044,AlVAu,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003044.cif,train,-0.0343333333333333,0.058,-0.0445247660608601,-0.0321384249055009,6,3
wbm-step1-003045,AlVCr2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003045.cif,train,-0.0155,0.081,-0.0324945963883235,-0.0155255989427343,4,3
wbm-step1-003046,AlVCu2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003046.cif,train,-0.01075,0.13,-0.0171174032928104,-0.0049770583170407,4,3
wbm-step1-003048,AlVPd2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003048.cif,train,-0.1075,0.194,-0.0657380956753994,-0.0503647605162744,4,3
wbm-step1-003049,AlVPt2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003049.cif,train,-0.1435,0.23,-0.0939874678507314,-0.0724004196099322,4,3
wbm-step1-003050,AlVPt,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003050.cif,train,-0.1051666666666666,0.115,-0.0980849548508862,-0.071383189720112,6,3
wbm-step1-003051,AlVRe2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003051.cif,train,-0.0565,0.11,-0.0425564043613533,-0.0201748878773068,4,3
wbm-step1-003055,AlV,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003055.cif,train,-0.111,0.007,-0.0782998554231302,-0.0693487299404716,2,2
wbm-step1-003056,AlV,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003056.cif,train,-0.0025,0.224,-0.0657625691131706,-0.0693487299404716,2,2
wbm-step1-003057,AlV,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003057.cif,train,-0.05825,-0.004,-0.0787141093977172,-0.0693487299404716,4,2
wbm-step1-003059,AlV,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003059.cif,train,-0.03525,0.089,-0.0736706081355932,-0.0693487299404716,4,2
wbm-step1-003060,AlVZn2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003060.cif,train,0.0255,0.226,-0.0045701421800936,-0.0068805792068956,4,3
wbm-step1-003061,AlW2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003061.cif,train,0.0026666666666666,0.103,0.0010531053677517,0.0162160225857145,3,2
wbm-step1-003062,AlW3,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003062.cif,train,-0.009875,-0.019,0.0001442229760906,0.0240432287826923,8,2
wbm-step1-003063,AlW,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003063.cif,train,0.00675,0.155,-0.006385030755451,0.0005616101917589,4,2
wbm-step1-003064,Al,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003064.cif,train,-10.0,-10.0,-0.0347740082116401,-0.0464016269901076,1,1
wbm-step1-003065,Al,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003065.cif,train,-2.5,-10.0,-0.0349256955336943,-0.0464016269901076,4,1
wbm-step1-003066,Al,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003066.cif,train,-1.6666666666666667,-10.0,-0.0282265738796704,-0.0464016269901076,6,1
wbm-step1-003067,Al,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003067.cif,train,-1.25,-10.0,-0.0248704513531494,-0.0464016269901076,8,1
wbm-step1-003068,Al,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003068.cif,train,-1.6666666666666667,-10.0,-0.0284302614369312,-0.0464016269901076,6,1
wbm-step1-003069,Al,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003069.cif,train,-5.0,-10.0,-0.029424256716364,-0.0464016269901076,2,1
wbm-step1-003070,Al,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003070.cif,train,-2.5,-10.0,-0.0349953157998058,-0.0464016269901076,4,1
wbm-step1-003073,Al,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003073.cif,train,-2.5,-10.0,-0.024006435517696,-0.0464016269901076,4,1
wbm-step1-003075,AlY2Cd,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003075.cif,train,-0.0965,0.002,-0.1549829040879823,-0.1753133479073589,4,3
wbm-step1-003076,AlY2Ir,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003076.cif,train,-0.142,0.165,-0.1060434766999539,-0.1190570400451216,4,3
wbm-step1-003077,AlY2Os,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003077.cif,train,-0.06625,0.159,-0.0521784396638754,-0.0735757839527751,4,3
wbm-step1-003078,AlY2Pd,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003078.cif,train,-0.14875,0.085,-0.1070190095276908,-0.1234643104882614,4,3
wbm-step1-003080,AlY2Rh2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003080.cif,train,-0.182,-0.015,-0.1183367453809643,-0.1054000561883462,5,3
wbm-step1-003081,AlY2Rh,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003081.cif,train,-0.1415,0.136,-0.1081240666426318,-0.1236845914753374,4,3
wbm-step1-003082,AlY2Ru,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003082.cif,train,-0.08875,0.133,-0.0902454654249603,-0.1118016766117571,4,3
wbm-step1-003083,AlY2Tc,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003083.cif,train,-0.0385,0.136,-0.0303700374116554,-0.0564678871621242,4,3
wbm-step1-003084,AlY2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003084.cif,train,-0.039,0.061,-0.1059655301525467,-0.1541588169536561,6,2
wbm-step1-003085,AlY2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003085.cif,train,-0.0488333333333333,0.002,-0.1087306909385415,-0.1541588169536561,6,2
wbm-step1-003086,AlY6Sb2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003086.cif,train,-0.0713333333333333,0.016,-0.1123319628390751,-0.1381079869161671,9,3
wbm-step1-003087,AlYAu2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003087.cif,train,-0.1765,0.065,-0.0625769104989246,-0.0424686671491642,4,3
wbm-step1-003089,AlYb2Ir,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003089.cif,train,-0.063,0.354,-0.1071152768838686,-0.1329282613711093,4,3
wbm-step1-003090,AlYb2Os,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003090.cif,train,0.0415,0.403,-0.0460555442525469,-0.0874470052787628,4,3
wbm-step1-003091,AlYb2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003091.cif,train,-0.0169999999999999,0.071,-0.1226797671327508,-0.1726537787216397,6,2
wbm-step1-003092,AlYb2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003092.cif,train,-0.0101666666666666,0.051,-0.1236592435067179,-0.1726537787216397,12,2
wbm-step1-003093,AlYb3,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003093.cif,train,-0.008,0.098,-0.1285138055116364,-0.1884352976880813,4,2
wbm-step1-003095,AlYbIr2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003095.cif,train,-0.12675,0.278,-0.0872605025957916,-0.0774212250541373,4,3
wbm-step1-003096,AlYbPt2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003096.cif,train,-0.224,0.194,-0.127201378086983,-0.1082714250340747,4,3
wbm-step1-003097,AlYb,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003097.cif,train,-0.0925,0.074,-0.1073714342780982,-0.1410907407887567,2,2
wbm-step1-003099,AlYCd,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003099.cif,train,-0.0451111111111111,0.03,-0.159984107361232,-0.1644053265646684,9,3
wbm-step1-003100,AlYIn,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003100.cif,train,-0.0432222222222222,0.102,-0.1000255904604453,-0.1080782567612639,9,3
wbm-step1-003101,AlYIr2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003101.cif,train,-0.1705,0.217,-0.087123801924016,-0.0704856143911435,4,3
wbm-step1-003102,AlYIr,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003102.cif,train,-0.1002222222222222,-0.01,-0.1104867865100139,-0.0893969160816853,9,3
wbm-step1-003104,AlYPd2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003104.cif,train,-0.2115,0.075,-0.0956309286785907,-0.0793001552774231,4,3
wbm-step1-003105,AlYPt2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003105.cif,train,-0.147125,-0.024,-0.1345121711178496,-0.1013358143710809,8,3
wbm-step1-003106,AlYPt,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003106.cif,train,-0.1255555555555555,-0.042,-0.1354465804834816,-0.1099637160683102,9,3
wbm-step1-003107,AlYRh2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003107.cif,train,-0.21925,0.101,-0.1027782601441782,-0.0797407172515751,4,3
wbm-step1-003108,AlYRh,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003108.cif,train,-0.0982222222222222,-0.008,-0.1120539296179229,-0.0955669846553064,9,3
wbm-step1-003111,AlY,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003111.cif,train,-0.053375,-0.004,-0.102491452054766,-0.127219519462769,8,2
wbm-step1-003113,AlZn2Au,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003113.cif,train,-0.001,0.231,0.022429622893179,0.0267639253069233,4,3
wbm-step1-003114,AlZn2Hf,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003114.cif,train,-0.0085,0.253,-0.0353465943252153,-0.048350124191599,4,3
wbm-step1-003115,AlZn2Nb,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003115.cif,train,0.04525,0.421,-0.0067434134744822,-0.0226600489576817,4,3
wbm-step1-003118,AlZn2Re,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003118.cif,train,0.0875,0.507,0.0353032933381918,0.0234431175622777,4,3
wbm-step1-003119,AlZn2Ta,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003119.cif,train,0.07325,0.472,0.0265701794422335,0.0002928893779617,4,3
wbm-step1-003120,AlZn2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003120.cif,train,0.0196666666666666,0.118,0.0247491331116829,0.0215911720210843,6,2
wbm-step1-003122,AlZn2Y2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003122.cif,train,-0.0768,0.044,-0.0598826616687282,-0.0702602615615215,5,3
wbm-step1-003123,AlZn2Zr,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003123.cif,train,-0.025,0.276,-0.018716369582528,-0.028688719000973,4,3
wbm-step1-003124,AlZn3,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003124.cif,train,0.00925,0.037,0.026326824347126,0.0300902718974833,4,2
wbm-step1-003125,AlZn3,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003125.cif,train,0.008375,0.067,0.0282743734110586,0.0300902718974833,8,2
wbm-step1-003126,AlZn3,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003126.cif,train,0.01025,0.041,0.0263449447869086,0.0300902718974833,4,2
wbm-step1-003127,AlZnAc2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003127.cif,train,-0.05475,0.021,-0.0302168436329521,-0.0307374280092627,4,3
wbm-step1-003128,AlZnAg2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003128.cif,train,-0.0085,0.029,0.0410361862921326,0.0589712622331243,4,3
wbm-step1-003130,AlZnCe2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003130.cif,train,-0.05525,0.067,-0.1017776411501326,-0.132583467566023,4,3
wbm-step1-003131,AlZnCe,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003131.cif,train,-0.0468333333333333,0.097,-0.0742608986567853,-0.0868579876212532,6,3
wbm-step1-003132,AlZnCe,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003132.cif,train,-0.0338888888888888,0.072,-0.075967800386631,-0.0868579876212532,9,3
wbm-step1-003133,AlZnEr2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003133.cif,train,-0.09375,0.004,-0.2838453803484635,-0.3087129687116798,4,3
wbm-step1-003134,AlZnGd2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003134.cif,train,-0.07475,0.084,-0.1703921915948993,-0.1935191455171549,4,3
wbm-step1-003135,AlZnHf2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003135.cif,train,-0.0495,0.121,-0.1038968714273246,-0.1267905202806814,4,3
wbm-step1-003136,AlZnIn2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003136.cif,train,0.04875,0.195,-0.0237794778255611,-0.0326013795449837,4,3
wbm-step1-003137,AlZnLa2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003137.cif,train,-0.08325,0.037,-0.1503033485125418,-0.1712261462883498,4,3
wbm-step1-003138,AlZnLa,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003138.cif,train,-0.067,0.032,-0.1093750791271731,-0.1126197734361377,6,3
wbm-step1-003139,AlZnNb2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003139.cif,train,0.0085,0.282,-0.0570347647013181,-0.0754103698128469,4,3
wbm-step1-003140,AlZnNd2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003140.cif,train,-0.08175,0.028,-0.3225471975315199,-0.3486988607461566,4,3
wbm-step1-003141,AlZnOs2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003141.cif,train,0.0115,0.258,0.0696285974708156,0.0863831436590771,4,3
wbm-step1-003142,AlZnPd2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003142.cif,train,-0.18275,0.01,-0.0473716211742223,-0.0133939094118954,4,3
wbm-step1-003143,AlZnPr2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003143.cif,train,-0.07825,0.033,-0.1079807120587332,-0.1339064410448617,4,3
wbm-step1-003144,AlZnPt2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003144.cif,train,-0.1895,0.049,-0.0679285107372102,-0.0354295685055532,4,3
wbm-step1-003145,AlZnPu2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003145.cif,train,-0.0115,0.152,-0.0795492020242583,-0.1001084733157502,4,3
wbm-step1-003146,AlZnRu2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003146.cif,train,-0.0665,0.131,-0.0140817008438246,0.0099313583411131,4,3
wbm-step1-003147,AlZnTb2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003147.cif,train,-0.09325,0.005,-0.1129212505513108,-0.1395654035696829,4,3
wbm-step1-003149,AlZnU2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003149.cif,train,0.092,0.462,0.0029291599358715,-0.0338396921367161,4,3
wbm-step1-003153,AlZnZr2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003153.cif,train,-0.074,0.093,-0.0682342901766955,-0.0874677098994295,4,3
wbm-step1-003154,AlZnZr,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003154.cif,train,-0.0392222222222222,0.087,-0.0527212241012343,-0.0567808158435242,9,3
wbm-step1-003155,AlZr2Ag,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003155.cif,train,-0.05075,0.106,-0.0529066861799654,-0.073027214731609,4,3
wbm-step1-003156,AlZr2Cd,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003156.cif,train,-0.0465,0.128,-0.1359412471740572,-0.1610588379732164,4,3
wbm-step1-003157,AlZr2Ir,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003157.cif,train,-0.11725,0.256,-0.0942808941852694,-0.1048025301109791,4,3
wbm-step1-003159,AlZr2Os,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003159.cif,train,-0.08375,0.182,-0.0493695674776842,-0.0593212740186326,4,3
wbm-step1-003161,AlZr2Ru,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003161.cif,train,-0.0925,0.206,-0.0842281124752066,-0.0975471666776146,4,3
wbm-step1-003162,AlZr2Tc,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003162.cif,train,-0.0915,0.058,-0.0359890092556065,-0.0422133772279817,4,3
wbm-step1-003163,AlZr2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003163.cif,train,-0.032,0.086,-0.0989824821664885,-0.1351528037081328,9,2
wbm-step1-003164,AlZr2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003164.cif,train,-0.0296666666666666,0.018,-0.1032709157682503,-0.1351528037081328,12,2
wbm-step1-003165,AlZr3,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003165.cif,train,-0.0355,-0.015,-0.1047016741046802,-0.146246700797886,8,2
wbm-step1-003166,AlZr3,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003166.cif,train,-0.031,0.02,-0.1024947722818521,-0.146246700797886,8,2
wbm-step1-003168,AlZr6Sb2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003168.cif,train,-0.065,-0.032,-0.0976370361106525,-0.1191019736706438,9,3
wbm-step1-003169,AlZr6Te2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003169.cif,train,-0.0612222222222222,0.011,-0.1026214842892845,-0.1281747633883691,9,3
wbm-step1-003170,AlZrAg2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003170.cif,train,-0.04125,0.077,-0.0041456138486319,0.0001922713346678,4,3
wbm-step1-003172,AlZrAu,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003172.cif,train,-0.1008333333333333,-0.044,-0.0705032223547578,-0.0612159446309375,6,3
wbm-step1-003173,AlZrAu,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003173.cif,train,-0.183,0.013,-0.0673929908835211,-0.0612159446309375,3,3
wbm-step1-003175,AlZrOs2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003175.cif,train,-0.10325,0.08,0.0045563197228523,0.0276041527606206,4,3
wbm-step1-003176,AlZrPd2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003176.cif,train,-0.02625,0.596,-0.0544642991800052,-0.0721729003103519,8,3
wbm-step1-003177,AlZrPd,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003177.cif,train,-0.0844444444444444,-0.036,-0.0966158894008446,-0.0857702700497768,9,3
wbm-step1-003178,AlZrPt2,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003178.cif,train,-0.24425,0.09,-0.118801242555669,-0.0942085594040096,4,3
wbm-step1-003180,AlZrPt,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003180.cif,train,-0.1601666666666666,0.012,-0.1206354270842203,-0.1004607094455486,6,3
wbm-step1-003181,AlZrRh,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003181.cif,train,-0.095,-0.037,-0.1058291441428492,-0.0860639780325448,9,3
wbm-step1-003182,AlZrSn,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003182.cif,train,-0.0238888888888888,0.266,-0.042532508527573,-0.0587671504228518,9,3
wbm-step1-003183,AlZrTe,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003183.cif,train,0.1063333333333333,1.036,-0.0218759682188233,-0.0803101548694747,3,3
wbm-step1-003184,AlZr,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003184.cif,train,-0.2215,0.041,-0.0960414639141855,-0.1129650095286265,2,2
wbm-step1-003185,AlZr,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003185.cif,train,-0.05275,0.062,-0.0955626501463629,-0.1129650095286265,8,2
wbm-step1-003186,AlZr,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003186.cif,train,-0.147,0.19,-0.0876753040882351,-0.1129650095286265,2,2
wbm-step1-003187,AlZr,<RUNS_ROOT>/protocol_conditioned_20260530/wbm50k_protocol/export/cif/wbm-step1-003187.cif,train,-0.168,0.148,-0.0898943848764248,-0.1129650095286265,2,2
