id,formula,reduced_formula,target_chemical_system,source_structure_seen,source_formula_seen,source_chemical_system_seen
mb-mp-e-form-022101,LiTl2Pd,LiTl2Pd,Li-Pd-Tl,False,False,True
mb-mp-e-form-022137,Ta3Pt,Ta3Pt,Pt-Ta,False,False,True
mb-mp-e-form-022364,Ti2Co3Ge,Ti2Co3Ge,Co-Ge-Ti,False,False,True
mb-mp-e-form-022504,Be4NbMo,Be4NbMo,Be-Mo-Nb,False,False,False
mb-mp-e-form-022533,HoPb3,HoPb3,Ho-Pb,True,True,True
mb-mp-e-form-022540,Mn3Al10,Mn3Al10,Al-Mn,True,True,True
mb-mp-e-form-022611,ZnP2,ZnP2,P-Zn,True,True,True
mb-mp-e-form-022696,Bi2Pt,Bi2Pt,Bi-Pt,True,True,True
mb-mp-e-form-022700,LuAg4,LuAg4,Ag-Lu,True,True,True
mb-mp-e-form-022752,CaIn4Ni,CaIn4Ni,Ca-In-Ni,True,True,True
mb-mp-e-form-022764,Cs5Ag4C8IN8,Cs5Ag4C8IN8,Ag-C-Cs-I-N,True,True,True
mb-mp-e-form-022791,Ho2CdOs,Ho2CdOs,Cd-Ho-Os,True,True,True
mb-mp-e-form-022936,Te2Mo,Te2Mo,Mo-Te,True,True,True
mb-mp-e-form-022939,BiS2,BiS2,Bi-S,True,True,True
mb-mp-e-form-022968,B3Os2,B3Os2,B-Os,False,False,True
mb-mp-e-form-023006,CeOs2,CeOs2,Ce-Os,False,True,True
mb-mp-e-form-023139,HoMoC2,HoMoC2,C-Ho-Mo,False,False,True
mb-mp-e-form-023174,V3(Co10B3)2,V3(Co10B3)2,B-Co-V,False,False,True
mb-mp-e-form-023191,FeSi6(H27C10)2,FeSi6(H27C10)2,C-Fe-H-Si,False,False,False
mb-mp-e-form-023255,YbCu5Sn,YbCu5Sn,Cu-Sn-Yb,False,False,True
mb-mp-e-form-023271,Cu2S,Cu2S,Cu-S,True,True,True
mb-mp-e-form-023332,Zr37Mo15P4,Zr37Mo15P4,Mo-P-Zr,False,False,True
mb-mp-e-form-023368,ScGa4Fe3Co8,ScGa4Fe3Co8,Co-Fe-Ga-Sc,False,False,False
mb-mp-e-form-023426,EuCuSi3,EuCuSi3,Cu-Eu-Si,False,False,True
mb-mp-e-form-023490,NbNi3,NbNi3,Nb-Ni,True,True,True
mb-mp-e-form-023593,Hg3(SeI)2,Hg3(SeI)2,Hg-I-Se,True,True,True
mb-mp-e-form-023664,Ni6Se5,Ni6Se5,Ni-Se,True,True,True
mb-mp-e-form-023745,Gd6Ta4Al43,Gd6Ta4Al43,Al-Gd-Ta,True,True,True
mb-mp-e-form-023764,Te2Mo,Te2Mo,Mo-Te,True,True,True
mb-mp-e-form-023860,V2MoRu,V2MoRu,Mo-Ru-V,True,True,True
mb-mp-e-form-023969,DyInCu4,DyInCu4,Cu-Dy-In,False,False,True
mb-mp-e-form-024036,VCdCu3Se4,VCdCu3Se4,Cd-Cu-Se-V,False,False,False
mb-mp-e-form-024295,H9C2N11O2,H9C2N11O2,C-H-N-O,False,False,True
mb-mp-e-form-024317,Zr4Pd,Zr4Pd,Pd-Zr,False,False,True
mb-mp-e-form-024356,SmFe2Ni2B,SmFe2Ni2B,B-Fe-Ni-Sm,False,False,False
mb-mp-e-form-024366,Pr2MgNi9,Pr2MgNi9,Mg-Ni-Pr,False,False,True
mb-mp-e-form-024405,KTl4(CoSe)10,KTl4(CoSe)10,Co-K-Se-Tl,False,False,False
mb-mp-e-form-024519,SnTe,SnTe,Sn-Te,True,True,True
mb-mp-e-form-024530,YPb3,YPb3,Pb-Y,True,True,True
mb-mp-e-form-024640,GaCuTe2,GaCuTe2,Cu-Ga-Te,True,True,True
mb-mp-e-form-024792,Pa3Ge,Pa3Ge,Ge-Pa,True,True,True
mb-mp-e-form-024873,ZnFeRh2,ZnFeRh2,Fe-Rh-Zn,True,True,True
mb-mp-e-form-024877,PaAgAu2,PaAgAu2,Ag-Au-Pa,True,True,True
mb-mp-e-form-024896,NbCu3Te4,NbCu3Te4,Cu-Nb-Te,True,True,True
mb-mp-e-form-025010,Ho2FeC4,Ho2FeC4,C-Fe-Ho,False,False,True
mb-mp-e-form-025019,Yb(GaFe)6,Yb(GaFe)6,Fe-Ga-Yb,False,False,False
mb-mp-e-form-025041,Be2W,Be2W,Be-W,True,True,True
mb-mp-e-form-025062,BH12C3N,BH12C3N,B-C-H-N,False,False,True
mb-mp-e-form-025104,Li2SnPb,Li2SnPb,Li-Pb-Sn,False,False,False
mb-mp-e-form-025106,LaPmZn2,LaPmZn2,La-Pm-Zn,False,False,False
mb-mp-e-form-025112,LiPr2Rh,LiPr2Rh,Li-Pr-Rh,False,False,False
mb-mp-e-form-025116,LuScCo2,LuScCo2,Co-Lu-Sc,False,False,False
mb-mp-e-form-025118,NaLi2Sn,NaLi2Sn,Li-Na-Sn,False,True,True
mb-mp-e-form-025202,Si(H3C)2,Si(H3C)2,C-H-Si,False,True,True
mb-mp-e-form-025267,Y(Fe2Ge)2,Y(Fe2Ge)2,Fe-Ge-Y,False,False,True
mb-mp-e-form-025501,B4MoRu2,B4MoRu2,B-Mo-Ru,False,False,False
mb-mp-e-form-025548,InGaTe2,InGaTe2,Ga-In-Te,True,True,True
mb-mp-e-form-025569,Ba(Co5As3)2,Ba(Co5As3)2,As-Ba-Co,True,True,True
mb-mp-e-form-025660,SmZn5,SmZn5,Sm-Zn,True,True,True
mb-mp-e-form-025674,Te2Ir,Te2Ir,Ir-Te,True,True,True
mb-mp-e-form-025695,La13Cd58,La13Cd58,Cd-La,True,True,True
mb-mp-e-form-025767,LiPm2Ga,LiPm2Ga,Ga-Li-Pm,True,True,True
mb-mp-e-form-025874,Ho2AlOs,Ho2AlOs,Al-Ho-Os,True,True,True
mb-mp-e-form-025927,Te4Mo2WSe2,Te4Mo2WSe2,Mo-Se-Te-W,True,True,True
mb-mp-e-form-025970,Ni6Ge2B,Ni6Ge2B,B-Ge-Ni,False,False,True
mb-mp-e-form-025971,UGaCo,UGaCo,Co-Ga-U,False,False,True
mb-mp-e-form-025986,Ce(BC)2,Ce(BC)2,B-C-Ce,False,True,True
mb-mp-e-form-026245,Tm2CdCu2,Tm2CdCu2,Cd-Cu-Tm,False,False,False
mb-mp-e-form-026252,Er2CdCu2,Er2CdCu2,Cd-Cu-Er,False,False,True
mb-mp-e-form-026286,MnSi(AgSe2)2,MnSi(AgSe2)2,Ag-Mn-Se-Si,False,False,False
mb-mp-e-form-026320,Al12Fe7,Al12Fe7,Al-Fe,False,False,True
mb-mp-e-form-026438,Eu2Co5Ge3,Eu2Co5Ge3,Co-Eu-Ge,False,False,True
mb-mp-e-form-026460,Bi4(TeSe)3,Bi4(TeSe)3,Bi-Se-Te,False,False,True
mb-mp-e-form-026461,BaZnSn2,BaZnSn2,Ba-Sn-Zn,False,False,True
mb-mp-e-form-026503,Sm(Al2Cu)4,Sm(Al2Cu)4,Al-Cu-Sm,True,True,True
mb-mp-e-form-026651,Ca6Ag16N,Ca6Ag16N,Ag-Ca-N,True,True,True
mb-mp-e-form-026907,YbAg2,YbAg2,Ag-Yb,True,True,True
mb-mp-e-form-026915,SmTlZn,SmTlZn,Sm-Tl-Zn,True,True,True
mb-mp-e-form-026980,NaCdCuSe2,NaCdCuSe2,Cd-Cu-Na-Se,False,False,False
mb-mp-e-form-027068,DyErAg2,DyErAg2,Ag-Dy-Er,False,False,False
mb-mp-e-form-027205,Mg(BH4)2,Mg(BH4)2,B-H-Mg,False,True,True
mb-mp-e-form-027220,Nd3Ge13Os4,Nd3Ge13Os4,Ge-Nd-Os,False,False,False
mb-mp-e-form-027237,Lu3Ru2,Lu3Ru2,Lu-Ru,False,False,True
mb-mp-e-form-027244,K3Bi2,K3Bi2,Bi-K,False,False,True
mb-mp-e-form-027410,Li2MgSb,Li2MgSb,Li-Mg-Sb,False,False,False
mb-mp-e-form-027429,Hg2I3Br,Hg2I3Br,Br-Hg-I,False,False,True
mb-mp-e-form-027520,Li15Ge4,Li15Ge4,Ge-Li,True,True,True
mb-mp-e-form-027592,TePdI,TePdI,I-Pd-Te,True,True,True
mb-mp-e-form-027743,DyAlAg2,DyAlAg2,Ag-Al-Dy,True,True,True
mb-mp-e-form-027813,SmMgCd2,SmMgCd2,Cd-Mg-Sm,True,True,True
mb-mp-e-form-027873,HfH3,HfH3,H-Hf,True,True,True
mb-mp-e-form-027931,Te2MoWSe2,Te2MoWSe2,Mo-Se-Te-W,True,True,True
mb-mp-e-form-028154,NdMg(NiH)4,NdMg(NiH)4,H-Mg-Nd-Ni,False,False,False
mb-mp-e-form-028227,Dy5(CoSn3)6,Dy5(CoSn3)6,Co-Dy-Sn,False,False,True
mb-mp-e-form-028316,HI(ClO)4,HI(ClO)4,Cl-H-I-O,False,False,False
mb-mp-e-form-028326,Dy(Al5Re)2,Dy(Al5Re)2,Al-Dy-Re,False,False,False
mb-mp-e-form-028352,YB4Rh7,YB4Rh7,B-Rh-Y,False,False,True
mb-mp-e-form-028387,SrAlIn,SrAlIn,Al-In-Sr,False,False,False
mb-mp-e-form-028416,Na2Mn3Te4,Na2Mn3Te4,Mn-Na-Te,False,False,True
mb-mp-e-form-028612,K5SnBi3,K5SnBi3,Bi-K-Sn,True,True,True
mb-mp-e-form-028841,Ac2MgSn,Ac2MgSn,Ac-Mg-Sn,True,True,True
mb-mp-e-form-028901,TlCdSe2,TlCdSe2,Cd-Se-Tl,True,True,True
mb-mp-e-form-028931,Te3MoWS,Te3MoWS,Mo-S-Te-W,True,True,True
mb-mp-e-form-028943,Eu(CuSn)2,Eu(CuSn)2,Cu-Eu-Sn,False,False,True
mb-mp-e-form-028990,Gd(CuSn)2,Gd(CuSn)2,Cu-Gd-Sn,False,False,True
mb-mp-e-form-029068,BaO10,BaO10,Ba-O,False,False,True
mb-mp-e-form-029172,AgH2CS2N,AgH2CS2N,Ag-C-H-N-S,False,False,True
mb-mp-e-form-029318,YbCdAg,YbCdAg,Ag-Cd-Yb,False,False,True
mb-mp-e-form-029381,Mn4VSe5,Mn4VSe5,Mn-Se-V,False,False,False
mb-mp-e-form-029441,CeAl(CuNi)2,CeAl(CuNi)2,Al-Ce-Cu-Ni,False,False,False
mb-mp-e-form-029506,Nb2InC,Nb2InC,C-In-Nb,True,True,True
mb-mp-e-form-029580,U2Cu4As5,U2Cu4As5,As-Cu-U,True,True,True
mb-mp-e-form-029621,NiP2,NiP2,Ni-P,True,True,True
mb-mp-e-form-029646,SnHg6(As2Br3)2,SnHg6(As2Br3)2,As-Br-Hg-Sn,True,True,True
mb-mp-e-form-029647,LaZn2,LaZn2,La-Zn,True,True,True
mb-mp-e-form-029851,K4HgP2,K4HgP2,Hg-K-P,True,True,True
mb-mp-e-form-029895,Ti2CoSi,Ti2CoSi,Co-Si-Ti,True,True,True
mb-mp-e-form-029909,SrZnPb,SrZnPb,Pb-Sr-Zn,True,True,True
mb-mp-e-form-029978,CaCdSn,CaCdSn,Ca-Cd-Sn,False,True,True
mb-mp-e-form-029994,Nb4NiP,Nb4NiP,Nb-Ni-P,False,False,True
mb-mp-e-form-030052,Er3Co11B4,Er3Co11B4,B-Co-Er,False,False,True
mb-mp-e-form-030056,Be2IrRu,Be2IrRu,Be-Ir-Ru,False,False,False
mb-mp-e-form-030074,GdBi3,GdBi3,Bi-Gd,False,False,True
mb-mp-e-form-030198,B10H12C3O2,B10H12C3O2,B-C-H-O,False,False,True
mb-mp-e-form-030253,Gd3GaC,Gd3GaC,C-Ga-Gd,False,False,False
mb-mp-e-form-030260,Zn2InI4,Zn2InI4,I-In-Zn,False,False,False
mb-mp-e-form-030318,ZrTiNi2,ZrTiNi2,Ni-Ti-Zr,False,False,False
mb-mp-e-form-030387,Rb5Sb4,Rb5Sb4,Rb-Sb,False,False,True
mb-mp-e-form-030428,Ho2In3Cu,Ho2In3Cu,Cu-Ho-In,False,False,True
mb-mp-e-form-030431,HoAlCo,HoAlCo,Al-Co-Ho,False,False,False
mb-mp-e-form-030457,LaAl2Cu3,LaAl2Cu3,Al-Cu-La,False,False,False
mb-mp-e-form-030512,Pr3Co29(Si2B5)2,Pr3Co29(Si2B5)2,B-Co-Pr-Si,True,True,True
mb-mp-e-form-030569,Nb2C,Nb2C,C-Nb,True,True,True
mb-mp-e-form-030656,CdHg6(As2Br3)2,CdHg6(As2Br3)2,As-Br-Cd-Hg,True,True,True
mb-mp-e-form-030691,Np(SiNi)2,Np(SiNi)2,Ni-Np-Si,True,True,True
mb-mp-e-form-030794,NdAl,NdAl,Al-Nd,True,True,True
mb-mp-e-form-030859,Pr2NiIr,Pr2NiIr,Ir-Ni-Pr,True,True,True
mb-mp-e-form-030878,Tm2CdHg,Tm2CdHg,Cd-Hg-Tm,True,True,True
mb-mp-e-form-030917,LaCuPb,LaCuPb,Cu-La-Pb,True,True,True
mb-mp-e-form-030922,ErNi4Au,ErNi4Au,Au-Er-Ni,True,True,True
mb-mp-e-form-031061,BaInCu3Se4,BaInCu3Se4,Ba-Cu-In-Se,False,False,False
mb-mp-e-form-031158,BaReH9,BaReH9,Ba-H-Re,False,True,True
mb-mp-e-form-031249,LiB(H4N)2,LiB(H4N)2,B-H-Li-N,False,False,True
mb-mp-e-form-031283,Ta6Be15Ni8,Ta6Be15Ni8,Be-Ni-Ta,False,False,False
mb-mp-e-form-031361,Ti5Al11,Ti5Al11,Al-Ti,False,False,True
mb-mp-e-form-031397,Ni6Ge2P,Ni6Ge2P,Ge-Ni-P,False,False,True
mb-mp-e-form-031446,Ho3Er3MnBi2,Ho3Er3MnBi2,Bi-Er-Ho-Mn,False,False,False
mb-mp-e-form-031452,HfAlFe,HfAlFe,Al-Fe-Hf,False,False,True
mb-mp-e-form-031518,ThAl3,ThAl3,Al-Th,True,True,True
mb-mp-e-form-031526,K3Sb,K3Sb,K-Sb,True,True,True
mb-mp-e-form-031653,Tb(SiAg)2,Tb(SiAg)2,Ag-Si-Tb,True,True,True
mb-mp-e-form-031685,Cu3P4S4I3,Cu3P4S4I3,Cu-I-P-S,True,True,True
mb-mp-e-form-031788,LiGeIr2,LiGeIr2,Ge-Ir-Li,True,True,True
mb-mp-e-form-031801,PmNi2Sn,PmNi2Sn,Ni-Pm-Sn,True,True,True
mb-mp-e-form-031959,Ni(BW)2,Ni(BW)2,B-Ni-W,False,False,False
mb-mp-e-form-031961,YbRh3C,YbRh3C,C-Rh-Yb,True,True,True
mb-mp-e-form-032081,CaTmIn2,CaTmIn2,Ca-In-Tm,False,False,False
mb-mp-e-form-032100,MgVRh2,MgVRh2,Mg-Rh-V,False,False,False
mb-mp-e-form-032184,USi6H54C18N3F,USi6H54C18N3F,C-F-H-N-Si-U,False,False,False
mb-mp-e-form-032244,Ca6Cd11Pt,Ca6Cd11Pt,Ca-Cd-Pt,False,False,False
mb-mp-e-form-032285,Y12Al7Si,Y12Al7Si,Al-Si-Y,False,False,True
mb-mp-e-form-032292,Tm4MgRh,Tm4MgRh,Mg-Rh-Tm,False,False,True
mb-mp-e-form-032392,Pr2Al3Ag,Pr2Al3Ag,Ag-Al-Pr,False,False,False
mb-mp-e-form-032444,EuMgGa3,EuMgGa3,Eu-Ga-Mg,False,False,False
mb-mp-e-form-032471,Ce2Ga5Cu3,Ce2Ga5Cu3,Ce-Cu-Ga,False,False,True
mb-mp-e-form-032483,AlNi4Ge,AlNi4Ge,Al-Ge-Ni,False,False,False
mb-mp-e-form-032611,Bi3Se4Br,Bi3Se4Br,Bi-Br-Se,True,True,True
mb-mp-e-form-032666,Ge3Pt2,Ge3Pt2,Ge-Pt,True,True,True
mb-mp-e-form-032684,DyAl3,DyAl3,Al-Dy,True,True,True
mb-mp-e-form-032777,H8C2SeS2(BrN2)2,H8C2SeS2(BrN2)2,Br-C-H-N-S-Se,True,True,True
mb-mp-e-form-032793,NdNi4B,NdNi4B,B-Nd-Ni,True,True,True
mb-mp-e-form-032841,Nd2CdIn,Nd2CdIn,Cd-In-Nd,True,True,True
mb-mp-e-form-032989,MgGaAu,MgGaAu,Au-Ga-Mg,False,False,False
mb-mp-e-form-033113,Sm2GaAg,Sm2GaAg,Ag-Ga-Sm,False,False,False
mb-mp-e-form-033117,TbTmIn2,TbTmIn2,In-Tb-Tm,False,False,False
mb-mp-e-form-033159,La2Mn3Cu9P7,La2Mn3Cu9P7,Cu-La-Mn-P,False,False,False
mb-mp-e-form-033181,Eu(BH4)2,Eu(BH4)2,B-Eu-H,False,False,False
mb-mp-e-form-033218,GaH18I3N7,GaH18I3N7,Ga-H-I-N,False,False,False
mb-mp-e-form-033321,YSbPd,YSbPd,Pd-Sb-Y,False,False,True
mb-mp-e-form-033379,Na3AlSiTe4,Na3AlSiTe4,Al-Na-Si-Te,False,False,False
mb-mp-e-form-033407,Hf2Al3Zn,Hf2Al3Zn,Al-Hf-Zn,False,False,False
mb-mp-e-form-033455,CaEuSi4,CaEuSi4,Ca-Eu-Si,False,False,False
mb-mp-e-form-033592,CuSe2Cl,CuSe2Cl,Cl-Cu-Se,True,True,True
mb-mp-e-form-033699,BaCuSn2,BaCuSn2,Ba-Cu-Sn,True,True,True
mb-mp-e-form-033702,UBC,UBC,B-C-U,True,True,True
mb-mp-e-form-033707,NiH4C2(S2N)2,NiH4C2(S2N)2,C-H-N-Ni-S,True,True,True
mb-mp-e-form-033716,YbNi2B2C,YbNi2B2C,B-C-Ni-Yb,True,True,True
mb-mp-e-form-033725,K3H5Pt,K3H5Pt,H-K-Pt,True,True,True
mb-mp-e-form-033781,H8C2BrN,H8C2BrN,Br-C-H-N,True,True,True
mb-mp-e-form-033929,PrIn5Rh,PrIn5Rh,In-Pr-Rh,True,True,True
mb-mp-e-form-033946,Te6Mo3WS2,Te6Mo3WS2,Mo-S-Te-W,True,True,True
mb-mp-e-form-034044,Zr2CuH5,Zr2CuH5,Cu-H-Zr,False,False,False
mb-mp-e-form-034066,Pr(As3Ru)4,Pr(As3Ru)4,As-Pr-Ru,False,False,False
mb-mp-e-form-034071,KSe3,KSe3,K-Se,False,False,True
mb-mp-e-form-034101,La2TlIn,La2TlIn,In-La-Tl,False,False,False
mb-mp-e-form-034113,Sc3Sn,Sc3Sn,Sc-Sn,False,False,True
mb-mp-e-form-034135,Eu3Au,Eu3Au,Au-Eu,False,False,True
mb-mp-e-form-034142,Ce5Ga2Ge,Ce5Ga2Ge,Ce-Ga-Ge,False,False,True
mb-mp-e-form-034167,Cd(NO5)2,Cd(NO5)2,Cd-N-O,False,False,True
mb-mp-e-form-034194,CuAs12P4S12Br,CuAs12P4S12Br,As-Br-Cu-P-S,False,False,False
mb-mp-e-form-034196,Rb2B10(H5N)5,Rb2B10(H5N)5,B-H-N-Rb,False,False,False
mb-mp-e-form-034252,HoRe2SiC,HoRe2SiC,C-Ho-Re-Si,False,False,True
mb-mp-e-form-034295,ScAgSn,ScAgSn,Ag-Sc-Sn,False,False,False
mb-mp-e-form-034298,SbSeBr,SbSeBr,Br-Sb-Se,False,False,False
mb-mp-e-form-034352,Yb20Zn30Ge31,Yb20Zn30Ge31,Ge-Yb-Zn,False,False,True
mb-mp-e-form-034435,Gd2Si3,Gd2Si3,Gd-Si,False,False,True
mb-mp-e-form-034440,EuAlGa,EuAlGa,Al-Eu-Ga,False,False,True
mb-mp-e-form-034468,Ce(CdAs)3,Ce(CdAs)3,As-Cd-Ce,False,False,False
mb-mp-e-form-034482,SrSi,SrSi,Si-Sr,True,True,True
mb-mp-e-form-034513,Al5Co2,Al5Co2,Al-Co,True,True,True
mb-mp-e-form-034522,SrIn2,SrIn2,In-Sr,True,True,True
mb-mp-e-form-034527,CaIn,CaIn,Ca-In,True,True,True
mb-mp-e-form-034618,Er(FeB)2,Er(FeB)2,B-Er-Fe,True,True,True
mb-mp-e-form-034619,NiGePd,NiGePd,Ge-Ni-Pd,True,True,True
mb-mp-e-form-034757,Sb3Pd8,Sb3Pd8,Pd-Sb,True,True,True
mb-mp-e-form-034773,PH8SN3O,PH8SN3O,H-N-O-P-S,True,True,True
mb-mp-e-form-034794,NiH18(I5N3)2,NiH18(I5N3)2,H-I-N-Ni,True,True,True
mb-mp-e-form-034841,Be2CoIr,Be2CoIr,Be-Co-Ir,True,True,True
mb-mp-e-form-034854,VSiPt,VSiPt,Pt-Si-V,True,True,True
mb-mp-e-form-034871,ZrCdAu2,ZrCdAu2,Au-Cd-Zr,True,True,True
mb-mp-e-form-034890,Nb2AlC,Nb2AlC,Al-C-Nb,True,True,True
mb-mp-e-form-034945,ZnNi3O7,ZnNi3O7,Ni-O-Zn,True,True,True
mb-mp-e-form-034953,SrGe3Ir,SrGe3Ir,Ge-Ir-Sr,False,False,True
mb-mp-e-form-035030,As2O3,As2O3,As-O,False,True,True
mb-mp-e-form-035267,CsMnTe2,CsMnTe2,Cs-Mn-Te,False,False,True
mb-mp-e-form-035342,V2FeSi,V2FeSi,Fe-Si-V,False,False,True
mb-mp-e-form-035356,Ti8Ni3(B4Ru9)2,Ti8Ni3(B4Ru9)2,B-Ni-Ru-Ti,False,False,False
mb-mp-e-form-035387,Pr2Ga5Cu3,Pr2Ga5Cu3,Cu-Ga-Pr,False,False,False
mb-mp-e-form-035441,Dy2CrGe4,Dy2CrGe4,Cr-Dy-Ge,False,False,True
mb-mp-e-form-035484,Ho2(Ga3Co)3,Ho2(Ga3Co)3,Co-Ga-Ho,True,True,True
mb-mp-e-form-035544,InSn2I5,InSn2I5,I-In-Sn,True,True,True
mb-mp-e-form-035636,V3As2,V3As2,As-V,True,True,True
mb-mp-e-form-035984,Ce(BOs)2,Ce(BOs)2,B-Ce-Os,False,False,False
mb-mp-e-form-035995,EuIn2(GeIr)4,EuIn2(GeIr)4,Eu-Ge-In-Ir,False,False,False
mb-mp-e-form-036094,CaCrCu3Se4,CaCrCu3Se4,Ca-Cr-Cu-Se,False,False,False
mb-mp-e-form-036106,Ca2InPb,Ca2InPb,Ca-In-Pb,False,False,False
mb-mp-e-form-036202,Ho5Ga3,Ho5Ga3,Ga-Ho,False,True,True
mb-mp-e-form-036211,CuH12C3S3BrN6,CuH12C3S3BrN6,Br-C-Cu-H-N-S,False,False,False
mb-mp-e-form-036225,PH9PtC3Cl2,PH9PtC3Cl2,C-Cl-H-P-Pt,False,False,False
mb-mp-e-form-036288,YPOs2C,YPOs2C,C-Os-P-Y,False,False,False
mb-mp-e-form-036345,ZrUC2,ZrUC2,C-U-Zr,False,False,False
mb-mp-e-form-036394,SbTeRh,SbTeRh,Rh-Sb-Te,False,False,False
mb-mp-e-form-036505,LuAl2,LuAl2,Al-Lu,True,True,True
mb-mp-e-form-036520,K2GaAs2,K2GaAs2,As-Ga-K,True,True,True
mb-mp-e-form-036624,Li2GeAu,Li2GeAu,Au-Ge-Li,True,True,True
mb-mp-e-form-036844,Mg2Ni3P,Mg2Ni3P,Mg-Ni-P,True,True,True
mb-mp-e-form-036849,K2PAu,K2PAu,Au-K-P,True,True,True
mb-mp-e-form-036882,U3(SiNi)4,U3(SiNi)4,Ni-Si-U,True,True,True
mb-mp-e-form-036916,Mn(CrSe2)2,Mn(CrSe2)2,Cr-Mn-Se,True,True,True
mb-mp-e-form-036922,LuTe3,LuTe3,Lu-Te,True,True,True
mb-mp-e-form-036925,Te2Mo3Se4,Te2Mo3Se4,Mo-Se-Te,True,True,True
mb-mp-e-form-036945,Ca3(AlGe)2,Ca3(AlGe)2,Al-Ca-Ge,True,True,True
mb-mp-e-form-037036,Y4Ga12Fe,Y4Ga12Fe,Fe-Ga-Y,False,False,False
mb-mp-e-form-037070,CaO10,CaO10,Ca-O,False,False,True
mb-mp-e-form-037305,Dy3Ga15Ru4,Dy3Ga15Ru4,Dy-Ga-Ru,False,False,True
mb-mp-e-form-037450,CeIrOs,CeIrOs,Ce-Ir-Os,False,False,False
mb-mp-e-form-037462,LaAl4Co,LaAl4Co,Al-Co-La,True,True,True
mb-mp-e-form-037465,CeGa2Ni3,CeGa2Ni3,Ce-Ga-Ni,False,False,True
mb-mp-e-form-037472,AlGaP2,AlGaP2,Al-Ga-P,False,False,False
mb-mp-e-form-037560,HfGa2Co,HfGa2Co,Co-Ga-Hf,True,True,True
mb-mp-e-form-037681,SiH8C2NClO,SiH8C2NClO,C-Cl-H-N-O-Si,True,True,True
mb-mp-e-form-037841,Li2CaSn,Li2CaSn,Ca-Li-Sn,True,True,True
mb-mp-e-form-037845,Li2PdAu,Li2PdAu,Au-Li-Pd,True,True,True
mb-mp-e-form-037886,VIr,VIr,Ir-V,True,True,True
mb-mp-e-form-037912,PrZnGa,PrZnGa,Ga-Pr-Zn,True,True,True
mb-mp-e-form-037913,SmMnSi,SmMnSi,Mn-Si-Sm,True,True,True
mb-mp-e-form-038065,ZnP2C4NO8,ZnP2C4NO8,C-N-O-P-Zn,False,False,False
mb-mp-e-form-038107,MgSbRh2,MgSbRh2,Mg-Rh-Sb,False,False,False
mb-mp-e-form-038166,Ho3Ni7B2,Ho3Ni7B2,B-Ho-Ni,False,False,True
mb-mp-e-form-038202,H10PtC2(NCl)2,H10PtC2(NCl)2,C-Cl-H-N-Pt,False,False,True
mb-mp-e-form-038253,Zn4SO13,Zn4SO13,O-S-Zn,False,False,True
mb-mp-e-form-038288,Y5Ni2Sb,Y5Ni2Sb,Ni-Sb-Y,False,False,True
mb-mp-e-form-038492,LaMg2Pd,LaMg2Pd,La-Mg-Pd,True,True,True
mb-mp-e-form-038528,Ba2N,Ba2N,Ba-N,True,True,True
mb-mp-e-form-038568,Dy2(Ga3Ru)3,Dy2(Ga3Ru)3,Dy-Ga-Ru,True,True,True
mb-mp-e-form-038569,HoRh3C,HoRh3C,C-Ho-Rh,True,True,True
mb-mp-e-form-038612,Bi7RhBr8,Bi7RhBr8,Bi-Br-Rh,True,True,True
mb-mp-e-form-038635,LaGa6Pd,LaGa6Pd,Ga-La-Pd,True,True,True
mb-mp-e-form-038680,Nb3TeI7,Nb3TeI7,I-Nb-Te,True,True,True
mb-mp-e-form-038712,FeH12C4NCl4,FeH12C4NCl4,C-Cl-Fe-H-N,True,True,True
mb-mp-e-form-038794,PuP3,PuP3,P-Pu,True,True,True
mb-mp-e-form-038806,Pm2ZnGe,Pm2ZnGe,Ge-Pm-Zn,True,True,True
mb-mp-e-form-038854,ZrFeTe,ZrFeTe,Fe-Te-Zr,True,True,True
mb-mp-e-form-038925,La2Re2Si2C,La2Re2Si2C,C-La-Re-Si,True,True,True
mb-mp-e-form-038928,SiSnPt5,SiSnPt5,Pt-Si-Sn,True,True,True
mb-mp-e-form-039106,Na5(AsO9)2,Na5(AsO9)2,As-Na-O,False,False,True
mb-mp-e-form-039163,Pr(BIr)4,Pr(BIr)4,B-Ir-Pr,False,False,True
mb-mp-e-form-039167,Nb4CrSi3,Nb4CrSi3,Cr-Nb-Si,False,False,True
mb-mp-e-form-039175,UFeB4,UFeB4,B-Fe-U,False,False,True
mb-mp-e-form-039231,Sc2Ge4Mo3,Sc2Ge4Mo3,Ge-Mo-Sc,False,False,False
mb-mp-e-form-039308,PrIO9,PrIO9,I-O-Pr,False,False,True
mb-mp-e-form-039321,Ga5CuSe8,Ga5CuSe8,Cu-Ga-Se,False,False,True
mb-mp-e-form-039375,Ti(FeSe2)2,Ti(FeSe2)2,Fe-Se-Ti,False,True,True
mb-mp-e-form-039442,Ho5(Sn3Rh)6,Ho5(Sn3Rh)6,Ho-Rh-Sn,False,False,True
mb-mp-e-form-039449,Gd2Fe5Si8,Gd2Fe5Si8,Fe-Gd-Si,False,False,True
mb-mp-e-form-039521,Sc2Cr4Si5,Sc2Cr4Si5,Cr-Sc-Si,True,True,True
mb-mp-e-form-039603,Tb(NiB)2,Tb(NiB)2,B-Ni-Tb,True,True,True
mb-mp-e-form-039618,DyAl4Ni,DyAl4Ni,Al-Dy-Ni,True,True,True
