model,split_scope,target_id,target_formula,target_reduced_formula,target_chemical_system,target_natoms,source_id,source_formula,source_reduced_formula,source_chemical_system,source_natoms,overlap_kind,source_note
MEGNet,train,mb-mp-e-form-121281,K3NaTh2O6,K3NaTh2O6,K-Na-O-Th,24,mp-17850,K6 Na2 Th4 O12,K3NaTh2O6,K-Na-O-Th,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-058593,Hg3AsO4,Hg3AsO4,As-Hg-O,64,mp-556339,Hg24 As8 O32,Hg3AsO4,As-Hg-O,64,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-037552,Na3(GePt)4,Na3(GePt)4,Ge-Na-Pt,11,mp-21199,Na3 Ge4 Pt4,Na3(GePt)4,Ge-Na-Pt,11,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-113556,Li2Si3NiO8,Li2Si3NiO8,Li-Ni-O-Si,28,mp-767333,Li4 Si6 Ni2 O16,Li2Si3NiO8,Li-Ni-O-Si,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-125723,AcCrO3,AcCrO3,Ac-Cr-O,5,mp-866647,Ac1 Cr1 O3,AcCrO3,Ac-Cr-O,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-024685,Mg2Co12As7,Mg2Co12As7,As-Co-Mg,84,mp-569003,Mg8 Co48 As28,Mg2Co12As7,As-Co-Mg,84,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-117499,TmBiO3,TmBiO3,Bi-O-Tm,10,mp-755216,Tm2 Bi2 O6,TmBiO3,Bi-O-Tm,10,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-036806,LiYbGe,LiYbGe,Ge-Li-Yb,9,mp-8482,Li3 Yb3 Ge3,LiYbGe,Ge-Li-Yb,9,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-107200,Sr(LaS2)2,Sr(LaS2)2,La-S-Sr,14,mp-34141,Sr2 La4 S8,Sr(LaS2)2,La-S-Sr,14,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-090395,Sb2IBr2F11,Sb2IBr2F11,Br-F-I-Sb,128,mp-560928,Sb16 I8 Br16 F88,Sb2IBr2F11,Br-F-I-Sb,128,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-017764,NdMg2Ag,NdMg2Ag,Ag-Mg-Nd,4,mp-644504,Nd1 Mg2 Ag1,NdMg2Ag,Ag-Mg-Nd,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-059774,Co3Cu3(TeO8)2,Co3Cu3(TeO8)2,Co-Cu-O-Te,24,mp-761933,Co3 Cu3 Te2 O16,Co3Cu3(TeO8)2,Co-Cu-O-Te,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-120755,BaNa2Mg(PO4)2,BaNa2Mg(PO4)2,Ba-Mg-Na-O-P,14,mp-861906,Ba1 Na2 Mg1 P2 O8,BaNa2Mg(PO4)2,Ba-Mg-Na-O-P,14,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-022730,Mn3RhN,Mn3RhN,Mn-N-Rh,5,mp-582028,Mn3 Rh1 N1,Mn3RhN,Mn-N-Rh,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-045596,HoCuSi,HoCuSi,Cu-Ho-Si,6,mp-4476,Ho2 Cu2 Si2,HoCuSi,Cu-Ho-Si,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-018899,Cs2AlGaH6,Cs2AlGaH6,Al-Cs-Ga-H,10,mp-989648,Cs2 Al1 Ga1 H6,Cs2AlGaH6,Al-Cs-Ga-H,10,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-015606,MgCo3C,MgCo3C,C-Co-Mg,5,mp-20424,Mg1 Co3 C1,MgCo3C,C-Co-Mg,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-013897,Cr3CdTe4,Cr3CdTe4,Cd-Cr-Te,8,mp-984629,Cr3 Cd1 Te4,Cr3CdTe4,Cd-Cr-Te,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-103428,Li2Si3Ni2O9,Li2Si3Ni2O9,Li-Ni-O-Si,96,mp-761647,Li12 Si18 Ni12 O54,Li2Si3Ni2O9,Li-Ni-O-Si,96,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-118519,Li2Cr2Si4O11,Li2Cr2Si4O11,Cr-Li-O-Si,38,mp-761645,Li4 Cr4 Si8 O22,Li2Cr2Si4O11,Cr-Li-O-Si,38,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-065490,SbC(Cl2O)2,SbC(Cl2O)2,C-Cl-O-Sb,32,mp-558165,Sb4 C4 Cl16 O8,SbC(Cl2O)2,C-Cl-O-Sb,32,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-131218,CeTaO4,CeTaO4,Ce-O-Ta,24,mp-22074,Ce4 Ta4 O16,CeTaO4,Ce-O-Ta,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-076355,TiH8N2F5,TiH8N2F5,F-H-N-Ti,64,mp-24653,Ti4 H32 N8 F20,TiH8N2F5,F-H-N-Ti,64,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-129538,NaSr8LaTi10O30,NaSr8LaTi10O30,La-Na-O-Sr-Ti,50,mp-695476,Na1 Sr8 La1 Ti10 O30,NaSr8LaTi10O30,La-Na-O-Sr-Ti,50,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-040729,Tb4InIr,Tb4InIr,In-Ir-Tb,24,mp-604378,Tb16 In4 Ir4,Tb4InIr,In-Ir-Tb,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-058554,ZrNbP,ZrNbP,Nb-P-Zr,12,mp-4500,Zr4 Nb4 P4,ZrNbP,Nb-P-Zr,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-125368,Mg5B3O9F,Mg5B3O9F,B-F-Mg-O,72,mp-560026,Mg20 B12 O36 F4,Mg5B3O9F,B-F-Mg-O,72,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-018833,Ho2CoOs,Ho2CoOs,Co-Ho-Os,4,mp-864696,Ho2 Co1 Os1,Ho2CoOs,Co-Ho-Os,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-047526,La2InRh2,La2InRh2,In-La-Rh,10,mp-20907,La4 In2 Rh4,La2InRh2,In-La-Rh,10,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-050838,TlBS2,TlBS2,B-S-Tl,24,mp-8946,Tl6 B6 S12,TlBS2,B-S-Tl,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-120625,Li4Y3MnO8,Li4Y3MnO8,Li-Mn-O-Y,16,mp-771863,Li4 Y3 Mn1 O8,Li4Y3MnO8,Li-Mn-O-Y,16,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-064460,Na4Ga2S5,Na4Ga2S5,Ga-Na-S,44,mp-28773,Na16 Ga8 S20,Na4Ga2S5,Ga-Na-S,44,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-077565,Sb4H2SO10,Sb4H2SO10,H-O-S-Sb,68,mp-698480,Sb16 H8 S4 O40,Sb4H2SO10,H-O-S-Sb,68,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-099510,Li3Bi2(BO3)3,Li3Bi2(BO3)3,B-Bi-Li-O,68,mp-768798,Li12 Bi8 B12 O36,Li3Bi2(BO3)3,B-Bi-Li-O,68,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-094658,Li4Mn3V3(SnO8)2,Li4Mn3V3(SnO8)2,Li-Mn-O-Sn-V,28,mp-778280,Li4 Mn3 V3 Sn2 O16,Li4Mn3V3(SnO8)2,Li-Mn-O-Sn-V,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-048459,DyZnRh,DyZnRh,Dy-Rh-Zn,12,mp-13379,Dy4 Zn4 Rh4,DyZnRh,Dy-Rh-Zn,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-045758,H6PtN2ClO5,H6PtN2ClO5,Cl-H-N-O-Pt,120,mp-706295,H48 Pt8 N16 Cl8 O40,H6PtN2ClO5,Cl-H-N-O-Pt,120,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-117313,LiNd2HO3,LiNd2HO3,H-Li-Nd-O,7,mp-24150,Li1 Nd2 H1 O3,LiNd2HO3,H-Li-Nd-O,7,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-049851,Ba(NiP)2,Ba(NiP)2,Ba-Ni-P,5,mp-9473,Ba1 Ni2 P2,Ba(NiP)2,Ba-Ni-P,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-090719,BaCdO2,BaCdO2,Ba-Cd-O,16,mp-7899,Ba4 Cd4 O8,BaCdO2,Ba-Cd-O,16,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-123337,Na3ScSi2O7,Na3ScSi2O7,Na-O-Sc-Si,52,mp-557463,Na12 Sc4 Si8 O28,Na3ScSi2O7,Na-O-Sc-Si,52,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-092431,Mn2Ni3P6WO24,Mn2Ni3P6WO24,Mn-Ni-O-P-W,36,mp-761703,Mn2 Ni3 P6 W1 O24,Mn2Ni3P6WO24,Mn-Ni-O-P-W,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-065367,ScAs,ScAs,As-Sc,2,mp-2052,Sc1 As1,ScAs,As-Sc,2,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-061410,K3AlSe3,K3AlSe3,Al-K-Se,28,mp-18217,K12 Al4 Se12,K3AlSe3,Al-K-Se,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-112550,Li3MnSi2O7,Li3MnSi2O7,Li-Mn-O-Si,13,mp-767274,Li3 Mn1 Si2 O7,Li3MnSi2O7,Li-Mn-O-Si,13,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-068764,CsH5S2(NO3)2,CsH5S2(NO3)2,Cs-H-N-O-S,64,mp-773494,Cs4 H20 S8 N8 O24,CsH5S2(NO3)2,Cs-H-N-O-S,64,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-071736,RbH2SNO3,RbH2SNO3,H-N-O-Rb-S,64,mp-773491,Rb8 H16 S8 N8 O24,RbH2SNO3,H-N-O-Rb-S,64,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-036789,Na2Ni(H7N3)2,Na2Ni(H7N3)2,H-N-Na-Ni,46,mp-722891,Na4 Ni2 H28 N12,Na2Ni(H7N3)2,H-N-Na-Ni,46,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-053567,HoSnPd2,HoSnPd2,Ho-Pd-Sn,4,mp-30731,Ho1 Sn1 Pd2,HoSnPd2,Ho-Pd-Sn,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-039626,ZrNi2Sb,ZrNi2Sb,Ni-Sb-Zr,8,mp-3469,Zr2 Ni4 Sb2,ZrNi2Sb,Ni-Sb-Zr,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-006831,Mn2SbTe,Mn2SbTe,Mn-Sb-Te,8,mp-675433,Mn4 Sb2 Te2,Mn2SbTe,Mn-Sb-Te,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-026891,NaCaPb2,NaCaPb2,Ca-Na-Pb,4,mp-982443,Na1 Ca1 Pb2,NaCaPb2,Ca-Na-Pb,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-043725,Er2Mn3Si5,Er2Mn3Si5,Er-Mn-Si,40,mp-622190,Er8 Mn12 Si20,Er2Mn3Si5,Er-Mn-Si,40,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-132578,La3Ce4O12,La3Ce4O12,Ce-La-O,19,mp-756286,La3 Ce4 O12,La3Ce4O12,Ce-La-O,19,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-093626,Li3LaNiO4,Li3LaNiO4,La-Li-Ni-O,72,mp-777094,Li24 La8 Ni8 O32,Li3LaNiO4,La-Li-Ni-O,72,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-034900,Sm2InHg,Sm2InHg,Hg-In-Sm,4,mp-1005693,Sm2 In1 Hg1,Sm2InHg,Hg-In-Sm,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-065519,Cs(WCl3)3,Cs(WCl3)3,Cl-Cs-W,26,mp-568039,Cs2 W6 Cl18,Cs(WCl3)3,Cl-Cs-W,26,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-030811,Lu2InAg,Lu2InAg,Ag-In-Lu,4,mp-865505,Lu2 In1 Ag1,Lu2InAg,Ag-In-Lu,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-116312,BaYb2CoO5,BaYb2CoO5,Ba-Co-O-Yb,36,mp-541597,Ba4 Yb8 Co4 O20,BaYb2CoO5,Ba-Co-O-Yb,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-089413,KIn(MoO4)2,KIn(MoO4)2,In-K-Mo-O,48,mp-650228,K4 In4 Mo8 O32,KIn(MoO4)2,In-K-Mo-O,48,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-035868,Sr(GaH)2,Sr(GaH)2,Ga-H-Sr,5,mp-978854,Sr1 Ga2 H2,Sr(GaH)2,Ga-H-Sr,5,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-111370,RbZnB(PO4)2,RbZnB(PO4)2,B-O-P-Rb-Zn,26,mp-557658,Rb2 Zn2 B2 P4 O16,RbZnB(PO4)2,B-O-P-Rb-Zn,26,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-049573,LiGaI3,LiGaI3,Ga-I-Li,20,mp-29345,Li4 Ga4 I12,LiGaI3,Ga-I-Li,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-052763,HOs7C20O19,HOs7C20O19,C-H-O-Os,188,mp-720532,H4 Os28 C80 O76,HOs7C20O19,C-H-O-Os,188,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-116253,KNaEuNbO5,KNaEuNbO5,Eu-K-Na-Nb-O,18,mp-20737,K2 Na2 Eu2 Nb2 O10,KNaEuNbO5,Eu-K-Na-Nb-O,18,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-075504,Ca5W(N2O)2,Ca5W(N2O)2,Ca-N-O-W,24,mp-567141,Ca10 W2 N8 O4,Ca5W(N2O)2,Ca-N-O-W,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-030558,SiNi2As,SiNi2As,As-Ni-Si,32,mp-21598,Si8 Ni16 As8,SiNi2As,As-Ni-Si,32,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-022570,SrMnSn,SrMnSn,Mn-Sn-Sr,6,mp-20759,Sr2 Mn2 Sn2,SrMnSn,Mn-Sn-Sr,6,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-114516,Li2Co(SiO3)2,Li2Co(SiO3)2,Co-Li-O-Si,22,mp-763391,Li4 Co2 Si4 O12,Li2Co(SiO3)2,Co-Li-O-Si,22,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-030569,Nb2C,Nb2C,C-Nb,3,mp-2318,Nb2 C1,Nb2C,C-Nb,3,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-050611,BaFe2Se3,BaFe2Se3,Ba-Fe-Se,24,mp-504563,Ba4 Fe8 Se12,BaFe2Se3,Ba-Fe-Se,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-061586,K2SnBr6,K2SnBr6,Br-K-Sn,18,mp-707190,K4 Sn2 Br12,K2SnBr6,Br-K-Sn,18,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-051858,HfCoAs,HfCoAs,As-Co-Hf,12,mp-9801,Hf4 Co4 As4,HfCoAs,As-Co-Hf,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-025527,Ga2HgTe4,Ga2HgTe4,Ga-Hg-Te,7,mp-16337,Ga2 Hg1 Te4,Ga2HgTe4,Ga-Hg-Te,7,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-131202,UF3,UF3,F-U,24,mp-18299,U6 F18,UF3,F-U,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-098556,Li4Ti3Ni3(WO8)2,Li4Ti3Ni3(WO8)2,Li-Ni-O-Ti-W,28,mp-769613,Li4 Ti3 Ni3 W2 O16,Li4Ti3Ni3(WO8)2,Li-Ni-O-Ti-W,28,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-014698,Ag3SnP7,Ag3SnP7,Ag-P-Sn,22,mp-29849,Ag6 Sn2 P14,Ag3SnP7,Ag-P-Sn,22,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-074895,RbSmSe2,RbSmSe2,Rb-Se-Sm,4,mp-10780,Rb1 Sm1 Se2,RbSmSe2,Rb-Se-Sm,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-131351,SrGd2Al2O7,SrGd2Al2O7,Al-Gd-O-Sr,12,mp-545404,Sr1 Gd2 Al2 O7,SrGd2Al2O7,Al-Gd-O-Sr,12,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-054642,Hg2SeO3,Hg2SeO3,Hg-O-Se,24,mp-555918,Hg8 Se4 O12,Hg2SeO3,Hg-O-Se,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-121283,Sr3ScRhO6,Sr3ScRhO6,O-Rh-Sc-Sr,22,mp-18247,Sr6 Sc2 Rh2 O12,Sr3ScRhO6,O-Rh-Sc-Sr,22,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-022658,Y2MgCu2,Y2MgCu2,Cu-Mg-Y,10,mp-4901,Y4 Mg2 Cu4,Y2MgCu2,Cu-Mg-Y,10,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-048655,DyInRh,DyInRh,Dy-In-Rh,9,mp-567588,Dy3 In3 Rh3,DyInRh,Dy-In-Rh,9,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-028781,B5PH4Cl,B5PH4Cl,B-Cl-H-P,176,mp-758806,B80 P16 H64 Cl16,B5PH4Cl,B-Cl-H-P,176,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-069405,Rb4CdBr6,Rb4CdBr6,Br-Cd-Rb,22,mp-28315,Rb8 Cd2 Br12,Rb4CdBr6,Br-Cd-Rb,22,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-025880,Tl3Br,Tl3Br,Br-Tl,4,mp-979268,Tl3 Br1,Tl3Br,Br-Tl,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-034706,Bi2Pb2Se5,Bi2Pb2Se5,Bi-Pb-Se,9,mp-570930,Bi2 Pb2 Se5,Bi2Pb2Se5,Bi-Pb-Se,9,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-099186,V6PbO11,V6PbO11,O-Pb-V,36,mp-25790,V12 Pb2 O22,V6PbO11,O-Pb-V,36,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-030706,Y12Ni6Pb,Y12Ni6Pb,Ni-Pb-Y,19,mp-600480,Y12 Ni6 Pb1,Y12Ni6Pb,Ni-Pb-Y,19,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-132660,Y2Zr2O7,Y2Zr2O7,O-Y-Zr,44,mp-771043,Y8 Zr8 O28,Y2Zr2O7,O-Y-Zr,44,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-086303,BaCe2CoS5,BaCe2CoS5,Ba-Ce-Co-S,18,mp-22288,Ba2 Ce4 Co2 S10,BaCe2CoS5,Ba-Ce-Co-S,18,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-020813,PaB3,PaB3,B-Pa,8,mp-862847,Pa2 B6,PaB3,B-Pa,8,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-053676,Ce3Si11Pt23,Ce3Si11Pt23,Ce-Pt-Si,74,mp-568452,Ce6 Si22 Pt46,Ce3Si11Pt23,Ce-Pt-Si,74,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-070751,LiSb(TeO4)3,LiSb(TeO4)3,Li-O-Sb-Te,17,mp-774910,Li1 Sb1 Te3 O12,LiSb(TeO4)3,Li-O-Sb-Te,17,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-026885,Tc7B3,Tc7B3,B-Tc,20,mp-978989,Tc14 B6,Tc7B3,B-Tc,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-106536,Li3AlCrO5,Li3AlCrO5,Al-Cr-Li-O,40,mp-770586,Li12 Al4 Cr4 O20,Li3AlCrO5,Al-Cr-Li-O,40,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-020851,TaFeRu2,TaFeRu2,Fe-Ru-Ta,4,mp-867216,Ta1 Fe1 Ru2,TaFeRu2,Fe-Ru-Ta,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-115712,Cs2RbPbF6,Cs2RbPbF6,Cs-F-Pb-Rb,10,mp-989525,Cs2 Rb1 Pb1 F6,Cs2RbPbF6,Cs-F-Pb-Rb,10,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-039757,Na3Cr11Se20,Na3Cr11Se20,Cr-Na-Se,34,mp-676009,Na3 Cr11 Se20,Na3Cr11Se20,Cr-Na-Se,34,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-105667,Li8Mn7Fe(BO3)8,Li8Mn7Fe(BO3)8,B-Fe-Li-Mn-O,48,mp-779219,Li8 Mn7 Fe1 B8 O24,Li8Mn7Fe(BO3)8,B-Fe-Li-Mn-O,48,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-092250,Nd5AgS8,Nd5AgS8,Ag-Nd-S,14,mp-37449,Nd5 Ag1 S8,Nd5AgS8,Ag-Nd-S,14,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-080396,MgTe(PbO3)2,MgTe(PbO3)2,Mg-O-Pb-Te,10,mp-21309,Mg1 Te1 Pb2 O6,MgTe(PbO3)2,Mg-O-Pb-Te,10,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-090300,VIn2O5,VIn2O5,In-O-V,32,mp-25723,V4 In8 O20,VIn2O5,In-O-V,32,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-021912,MgNiH,MgNiH,H-Mg-Ni,3,mp-1008881,Mg1 Ni1 H1,MgNiH,H-Mg-Ni,3,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-083642,Li2BiAsCO7,Li2BiAsCO7,As-Bi-C-Li-O,24,mp-772155,Li4 Bi2 As2 C2 O14,Li2BiAsCO7,As-Bi-C-Li-O,24,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-079647,AlH10SO9F,AlH10SO9F,Al-F-H-O-S,176,mp-730446,Al8 H80 S8 O72 F8,AlH10SO9F,Al-F-H-O-S,176,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,test,mb-mp-e-form-053074,YNiSb,YNiSb,Ni-Sb-Y,3,mp-11520,Y1 Ni1 Sb1,YNiSb,Ni-Sb-Y,3,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-067407,K2CdO2,K2CdO2,Cd-K-O,20,mp-27742,K8 Cd4 O8,K2CdO2,Cd-K-O,20,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-023795,LiMg2Hg,LiMg2Hg,Hg-Li-Mg,4,mp-864630,Li1 Mg2 Hg1,LiMg2Hg,Hg-Li-Mg,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-002841,FePbW2,FePbW2,Fe-Pb-W,4,mp-631895,Fe1 Pb1 W2,FePbW2,Fe-Pb-W,4,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,val,mb-mp-e-form-120458,Na5Ca2Al(PO4)4,Na5Ca2Al(PO4)4,Al-Ca-Na-O-P,56,mp-559777,Na10 Ca4 Al2 P8 O32,Na5Ca2Al(PO4)4,Al-Ca-Na-O-P,56,structure_matcher,source JSON material_id namespace differs from matbench target IDs
MEGNet,train,mb-mp-e-form-067532,Na2UBr6,Na2UBr6,Br-Na-U,27,mp-568694,Na6 U3 Br18,Na2UBr6,Br-Na-U,27,structure_matcher,source JSON material_id namespace differs from matbench target IDs
